gene,index,AD.043T2.A7.1,AD.111T2.A8.1,AD.114T1.A9.1..,AD.115T1.A12.1..,AD.118t1.A13.1,AD.119t3.A195.8,AD.120t1.A226.8..,AD.122t3.A197.8,AD.123T1.A25.1..,AD.127T1.A14.1,AD.130T1.A1.1,AD.131T1.A15.A200.1.,AD.136t2.A201.8,AD.157T1.A246.10..,AD.158t1.A247.10..,AD.159t1.A229.8,AD.162t2.A230.8,AD.163t1.A203.8..,AD.164t1a.A206.8..,AD.167t1..d.dup..A210.8..,AD.169t2.A211.8..,AD.170t1.A251.10...,AD.172t2.A213.8..,AD.173T1a.A23.1,AD.177T1.A21.1,AD.178T2.A22.1..,AD.179t1.d.dup..A214.8..,AD.183t1.A215.8..,AD.185t2.A232.8,AD.186T1.A27.1,AD.187T1.A11.1..,AD.188t1.A216.8,AD.201t1.A138.4,AD.202t2.A139.4,AD.203t1.A140.4..,AD.207t1.A142.4,AD.208t1.A143.4,AD.210t1.A144.4,AD.212t1.A145.4,AD.213t1.A146.4,AD.218t1.A147.4,AD.221t1.A148.4,AD.224t1.A149.4,AD.225t1.A150.4,AD.226t2.A151.4,AD.228t2.A152.4..,AD.230t1.A153.4,AD.232t1.A154.4,AD.234t1.dup..A155.4,AD.236t1.A156.4,AD.238t2x.A157.4,AD.239t1.A158.4,AD.240t1.A159.4,AD.241t1x.A160.4,AD.243t1x.A161.4..,AD.247t1.A164.4,AD.249t1x..d..A165.4,AD.250t1.A166.4,AD.252t1.A167.4,AD.253t1.A168.4,AD.255t1a.A169.4...,AD.258t1a.A170.4....,AD.259t1.A171.4,AD.260t1a.A172.4..,AD.261t1b.A173.4,AD.262t1a.A259.10..,AD.266t1.A90.3,AD.267t1.A91.3,AD.268t1.dup.b4..A93.3...,AD.269t1.A94.3,AD.275t1.A95.3,AD.276t1.dup.b4..A96.3..,AD.277t1.A97.3,AD.283t1.A99.3,AD.285t2c.A263.10,AD.287t1.A101.3,AD.294t1.dup.b4..A104.3..,AD.295t1.A105.3,AD.296t21.A106.03..,AD.299t1.A235.8..,AD.301t1.A237.8..,AD.302t3.A238.8..,AD.304t1.A240.8,AD.305t1.A415.7,AD.308t1.A241.8,AD.309t1.A242.8,AD.311t1.A266.10..,AD.313t1.A268.10,AD.314t1.A269.10,AD.315t1.A270.10,AD.317t1.A271.10,AD.318t3.A107.3,AD.320t1.A272.10,AD.323t1.A273.10,AD.327t1.A276.10..,AD.330t2.A279.10,AD.331t1.A219.8,AD.332t1.A220.8,AD.334t1..d.dup..A221.8..,AD.335t1.A222.8..,AD.336t1.A223.8,AD.337t1.A224.8,AD.338t1a.A121.3..,AD.340t1a.A122.3..,AD.341t1a.A123.3..,AD.346t1a.A124.3..,AD.347t1a.A125.3..,AD.350t1a.A126.3..,AD.351t1.A127.3,AD.352t1.A128.3,AD.353t1.A129.3,AD.355t2.A174.4,AD.356t1.A175.4,AD.360t1.A176.A406,AD.361t1.A177.4,AD.362t1.A282.10,AD.363t1.A283.10,AD.366t1.A109.3,AD.367t1.A110.3,AD.368t2.A285.10,AD.370t1x.A112.3,AD.374t1.A114.3,AD.375t1.A115.3..,AD.379t1.A116.3..,AD.382t1.A117.3..,AD.383t1.A118.3..,AD.384t1.A120.3..,AD.AD10T1.A389.7,AD.AD15T1.A390.7,AD.AD16T2.A391.7,AD.AD18T1.A392.7,AD.AD19T1.A393.7,AD.AD1T1.A383.7,AD.AD2T1.A384.7,AD.AD31.A289.10,AD.AD3T1.A385.7,AD.AD4T1.A386.7,AD.AD5T1.A387.7,AD.AD7T1.A388.7,NL.1179.A408.7,NL.1675.A409.7,NL.1698.A410.7,NL.1884.A411.7,NL.2378.A412.7,NL.2562.A413.7,NL.268n1.A92.3,NL.279n1.A98.3,NL.3104.A331.6,NL.3681.A332.6,NL.4083.A333.6,NL.4353.A334.6,NL.504.A407..7,NL.6084.A335.6,NL.6853.A336.6,NL.6943.A337.6,NL.7530.A338.6,SQ.1174.A317.5,SQ.1670.A318.5,SQ.2557.A320.5,SQ.2572.A321.5,SQ.2921.A322.5,SQ.3197.A323.5,SQ.3529.A324.5,SQ.3624.A325.5,SQ.4172.A326.5,SQ.4389.A327.5,SQ.5897.A328.5,SQ.6147.A329.5,SQ.7324.A416.7,SQ.SQ10t1.A362.6,SQ.SQ13t1.A364.6,SQ.SQ14t1.A365.6,SQ.SQ20t1.A366.6,SQ.SQ4t1.A358.6,SQ.SQ5t1.A359.6,SQ.SQ6t1.A360.6,SQ.SQ8t1.A361.6,COID.1429.A303.5,COID.2260.A304.5,COID.3580.A302.5,COID.4385.A301.5,COID.4518.A305.5,COID.9794.A300.5,COID.COID10t1.A347.6,COID.COID11t1.A348.6,COID.COID12t1.A349.6,COID.COID13t1.A350.6,COID.COID14t1.A351.6,COID.COID16t1.A352.6,COID.COID18t1.A353.6,COID.COID3t1.A340.6,COID.COID4t1.A341.6,COID.COID5t1.A342.6,COID.COID6t1.A343.6,COID.COID7t1.A344.6,COID.COID8t1.A345.6,COID.COID9t1.A346.6
PCDHGC3,3,0,-0.039502421,0.028705921,-0.493895908,-0.16458823,0.017302112,0.320513941,0.025228528,0,-0.421037977,-0.353482921,0.111314658,-0.082418971,0,0.179491771,-0.112565299,-0.095667074,-0.46057839,-0.030574049,0,0.245721826,-0.306670568,0,-0.25455944,-0.112587989,0.847359867,-0.081194523,-0.272211671,-0.651624414,0.87351643,0.226565385,0.120432991,0.194688088,-0.334151313,0.167587458,-0.24698914,-0.555040154,-0.193658295,-0.045587588,-0.190195334,-0.389879449,-0.438812359,-0.298257789,0.065306001,0.22711984,0,-0.17918121,0.25588704,0,0.287742044,-0.047739268,0.122787092,0,-0.144994887,-0.307727165,-0.105852571,0,-0.372572273,0.629612256,0,-0.105250054,-4.36E-05,0.266245263,0,0.180058974,-0.134682056,-0.100204708,0,-0.296118065,-0.481362012,0,-0.120450425,-0.02074072,0,0.029370124,-0.179801957,0.248465183,0,-0.030719644,-0.50223849,-0.102902504,-0.78190547,-0.170236745,0,0.158601115,-0.54087194,-0.332200261,0,-0.119820012,-0.463587138,-0.146900967,-0.130813681,0,0,-0.368567063,0.461988753,-0.412127012,-0.129833271,0,0.181830295,1.21827645,-0.006914821,0.140829183,-0.163083374,-0.138532248,-0.135839854,-0.017990193,0,0.943233388,-0.007290453,0,0.693997836,-0.177858373,2.223381643,0,0,0.30334726,0.421579208,-0.141121254,-0.161800516,0,-0.277861805,0.059737473,0,-0.054726869,0.526197247,0.006886655,-0.288752084,0,-0.204359247,0.089815021,-0.938217802,0.235912013,-0.154269842,-0.484058052,-0.308318473,0,-0.139446755,0.099628292,-0.191592102,0,-0.012406595,-0.12917035,0.463557525,0.249966202,0,-0.051290872,0,0.414074438,0,-0.29818292,0.53193468,0.164941357,0,0,-0.045101607,0.274223777,0,0.018748734,0,0,0.33174862,-0.08851616,0,0,0,0,0,0,-0.030357627,0.228963228,-0.371319136,1.334526037,-0.178356879,-0.240870086,-0.573207123,0.155827245,0.733609744,0.263301865,0.11250283,1.232899457,-0.182105704,1.77871261,0.611822546,0.386623413,0,1.278729325,0.347961031,-0.169411666,4.188402516,0.494122176,1.351979042,0.038132962,0,0,0,1.906712643
RAB14,3,0.53060127,0.072782076,0.137893452,0,0.137239032,-0.028056011,-0.442776761,-0.089593746,-0.02747053,0.458435256,1.593827743,-0.436097542,0.605513517,0,-0.465347077,-0.312005053,-0.718239246,0.006181506,-0.106176151,0,0.010252725,0,0.138485926,-0.345223541,0.505774391,0.39516797,-0.387615219,0.393298392,-0.28137926,1.171060212,-0.684859226,-0.675922629,0.143907949,0,-0.01476723,-0.305676658,-0.220591383,-0.339187373,-0.418009733,-0.044849004,0,-0.244236344,-0.255872836,0.046725702,-0.188774765,0.56867626,-0.558719156,0.329927721,-0.419755848,-0.614999502,0.072655226,-0.022755181,0.043185211,0.063550831,0,0.753999467,-0.818352899,0.042056593,0.848060448,-0.064547569,1.092497092,-0.234655916,0.156745855,0.002795435,0,-0.658303846,-0.088636286,0.129738718,0.148790499,-0.197166348,0,0.432079687,0,-0.118887288,-0.086309498,-0.179466404,-0.590955694,0,-0.488118053,-0.28043915,-0.691364489,-0.279361905,0,0,-0.537925977,0.199958779,-0.242432387,-0.297384872,0.225993204,0,0,-0.076307022,-1.166748373,-0.121559825,0,-0.482000786,-1.263393092,-0.434500273,-0.145657917,0.034649462,-0.100254765,0,0.444511748,-0.240649822,-0.074249589,0.123136079,-0.432642597,0.095799099,0,0,0.176685907,-0.638161737,-0.169733834,0.841599094,0.212815136,0.194395591,-0.649843972,0.191722259,-0.718885225,-0.235124258,-0.120237586,0,0.019761087,-0.045099243,0.07697773,0,-0.256189686,0,-0.61748917,-0.013742013,0,-0.133616035,0.154177892,0.1115425,0,-0.670419866,0,1.072994316,-0.420456629,0.405521156,-0.51524877,0,0.273186698,0.185348713,0.243039087,0,0.664322138,-0.356382293,0.25717127,-0.413291171,0.113240411,-0.182151953,0.515232829,-0.187490578,-0.834082631,0.066603487,-0.479993652,-0.546919701,0.199430004,0,0,0.597619748,0.324812047,0.958468547,-0.192384316,0.020146305,-0.487397317,0.3310002,0.437227786,-0.124978315,-1.014367717,-0.727429896,-0.299338399,-0.268885671,0,0,1.320993518,0.132414823,2.395687986,0.766017588,1.027785783,-0.445384204,-0.114800625,0,0.635888473,1.388083504,0.578401798,0,2.607191946,0.743553965,0.578024205,0,1.947546365,0.683923107,-0.197976519,1.207325224,0.935005013
SPTBN1,3,0.285640424,0.44667973,-0.11516981,-0.134361328,-0.158523533,0.090986928,0.019477132,0.205599851,0.169530407,0.366462361,0.203434602,0,-0.240547345,-0.361658864,0.259339458,0.012112899,0.066375284,-0.771841721,0,-0.222105709,-0.380168646,0.03553312,-0.515474744,-0.315139548,-0.520793929,0,-0.110514238,0,-0.234816561,0.771762793,0,-0.102305324,-0.283594502,0.527050564,0.200676357,-0.20144769,-0.53961287,-0.201269864,-0.184999173,0,0,0,0.12112397,-0.127590116,-0.27903937,0,0.27881147,0.176103098,0.491985955,-0.030608013,0,0,0.277273461,0.523586153,-0.169847277,0.401559635,0,0,0.252419571,0,-0.135528795,0,0,0,0.561104718,0,-0.738482185,-0.06535615,0,0.910044465,0.241356093,0.031394076,0.369198178,0.015117199,0.672785846,-0.51079455,-0.192354243,0,0.167561176,0,-0.136631665,-0.283118329,0.261083883,-0.325787494,0.048251258,0,-0.481631,0,0.067459047,0.306860814,0,-0.101296231,0.232922128,0.106986658,0,0.131979825,0.810751506,0.288188384,0.027288775,-0.16624782,0.504360819,-0.306903326,-0.327241992,0.606444926,-0.211182844,-0.184383616,-0.169642726,-0.153652417,0,0,0,-0.649672842,-0.331514604,0.231040743,-0.020730222,0.031776961,0.091565895,-0.322052301,0.055656591,0.197693825,-0.035539788,-0.048239346,-0.500995477,0.55342546,-0.193811034,0,-0.004248194,-0.046663332,-0.081129483,-0.678111858,0,-0.095476788,-0.499952253,0,0.035522472,0.031446346,-0.515848177,0,0,-0.193534524,0.605130609,1.410503523,1.36468746,-0.249888674,0.69498179,0.294449049,0.881230123,-0.618349514,0,0,0.642534191,-0.316606146,0.119655404,0.34926913,0.04826884,0.53789199,0,-0.300257446,-0.017176005,-0.063373605,-0.033477868,0,-0.177212358,0.243086729,-0.083903664,0,-0.340861594,0.83779627,-0.460065545,-0.065226669,0.716153732,-0.194041972,-0.038186325,-0.097205236,-0.211454779,0,0,-0.246165935,0,-0.2420677,-0.030097498,0.168835144,0.776232039,0.872587276,0.083740614,-0.450112403,0.129653533,1.092534193,0.205884783,0.333539684,0.049473016,0.170289178,0.262556722,-0.594173515,-0.024509187,0,0.980840928
HNRNPU,3,0.422108846,0.397877072,-0.217742469,0,0,0,0.042751883,-0.248369846,0,0.258944998,0.846160877,0.171983066,0.580547942,0,-0.433504315,0.464715336,0.376804127,0,-0.61041752,0.16161796,-0.353663202,-0.347865478,0,-0.180468703,0.02997787,0.020956503,-0.044273057,-0.265339884,0.501176868,0,-0.197346168,-0.504311834,-0.006842345,0.025891789,0.447594138,0,-0.277976708,-0.039483724,0.217455044,-0.123294066,-0.01158378,0.724560962,-0.61147755,0.758016317,0.415197034,-0.165270481,-0.223152175,-0.412344851,0,0.022920819,-0.141874408,-0.016820186,-0.233250084,0,-0.247416759,-0.091878727,-0.228532576,0.170233442,0,0,0.175080033,0.773255514,-0.194210762,0.46256127,0.26426317,-0.03897128,-0.289258586,0.095236423,0.447564292,0.036736789,-0.352270556,1.121671028,-0.358634446,-0.170325733,0.035261419,0.557175165,0.002264155,0,0.015183114,-0.203552763,0.9988212,-0.054884532,-0.101612571,-0.048532982,0.413650026,-0.792998291,-0.339944133,-0.170784654,-0.104177329,0.588252925,0.234032667,0.238567844,-0.408727102,0.052231153,0,0.047105338,0.019719457,0,-0.126525504,0.538267043,0.521431402,-0.493556327,0.009342065,-0.1386273,0,-0.194045888,0.295971725,-0.248040084,0,-0.274720117,0,0.299365052,0.040313026,0.133189953,0,-0.991786337,0.360741941,0.306339528,0.475385819,0.245961173,0.253352947,0.526776861,0.604845552,0,0.104046558,0.222073625,-0.12971646,0.278448051,0,-0.139122253,0.545786718,0.154933463,0.310736146,0,-0.391318587,-0.150173279,-0.345118699,0.294136754,0.148536427,0.015065147,0.11575863,0,-0.287504857,-0.070677533,-0.366943153,0,-0.430869443,0,0.017282216,-0.447580506,-0.278005961,0.035412033,0,0,0,-0.058805903,0,-0.000209423,-0.091382713,0.140434361,-0.365180057,-0.256531871,0.123071806,0.373969513,-0.330960282,0.127104443,0,-0.156723601,0.130438193,0.397385191,0,-0.381077325,0.40746476,0.504135621,0,-0.752622211,0.180555295,-0.976679381,0.001986736,1.783666434,0.028825335,0.322420374,0.101188333,-0.111565813,-0.009200627,0,0.539238987,0.582978772,-0.291646058,-0.255220079,0.052534256,0,0.043373201,0,-0.568256261,0.066082376,0
CALCOCO1,3,0.99499511,-0.528467704,0,-0.042818695,-0.035906293,0.198961509,-0.230143758,0.649940238,-0.203089061,0,-0.326882975,-0.467985151,0,-0.120946598,-0.372246302,-0.965487367,0.2686304,0,-0.022228742,-0.125562837,0.582839616,0,0,-0.313088736,0.620132505,0.575662601,0.562514698,-0.15382145,0.626053968,-0.31002988,-0.019138411,0.193144419,-0.320748231,-0.54166964,-0.518432454,0,0.17567118,-0.490668565,-0.421923172,0.382598535,-0.009969643,0.753726095,0.508518547,0.068185575,-0.341994039,-0.02341955,0.316695813,0.457414956,0.482660011,0,0.380286589,0,1.699031576,0.393950582,-0.719693612,0,0,0.171214719,0,-0.390488272,-0.026750835,-0.079587285,0.241890618,0.088957751,0,-0.783988535,0,-0.241127918,0,0.640066525,-0.09259812,-0.210627668,0,0.48433625,0.197651609,0,-0.486678137,-0.394598933,-0.198617917,0,-0.052351267,-0.485893392,0,0.091336804,-0.591634773,0,0,0,-0.53495632,-0.667381114,0,0.086935092,-0.187943039,0.506191838,0,-0.48133189,0.590027462,-0.052298919,0.573960992,0.659100465,-0.197182807,-0.264467324,-0.616278451,0.27282944,0.386359262,0.385689835,1.039290781,-0.379703383,0,-0.397573173,-0.379090488,0,0.377442704,0.05354383,0.358920993,-0.336693582,0,-0.040202908,-0.068604349,-0.15015545,-0.782542725,-0.074202373,-0.375036705,0.259280179,0.049003779,0.192153098,-0.097713037,-0.989964006,0.39071213,-0.539136298,-0.09948999,0,-0.652730368,0.391660516,-0.478098392,0,0,0.569014675,1.247442818,0.225772881,-0.407639552,-0.520398142,0.618411484,0.420714863,-0.062594898,-0.976206325,-0.884649846,0,-0.099443206,1.06399664,0.913003561,-0.257688643,1.208548327,0.668944198,0.315263558,-0.22005174,-0.286820142,-0.285670191,0.231800654,0,0,0.305505732,0,0.100188871,0.136270808,-0.249947904,-0.764615709,0,0.163071543,0.424360165,0,-0.37988933,-0.212583963,0.540633693,-0.002730491,0,-0.305862314,0,0,-0.292234351,0.48655072,0.287030398,1.524203726,-0.40663582,-0.994451787,1.433382551,0.302496562,0.946852375,-0.111695097,0.999150932,0.615239741,0.30896534,0.754850913,0.082071932,0.059113082,0.063681009,1.462265395
TOM1L1,3,1.566447904,1.026326637,0.325519309,-0.066230529,0.219223961,0.265501571,-0.236184593,0,-0.327007287,-0.627444788,0.631064426,-0.225353955,0,0.631222538,-0.067499518,0.460381807,0.259174276,0.086732373,-0.498936084,0.694395319,0,-0.304771771,-0.102892097,0.463511972,-1.03939694,0.789825249,0,0.402918562,-0.367050183,-0.870230215,-0.444040327,0.513732709,-0.184087119,-0.180964176,-0.472272746,0.186103914,-0.293985804,0,0,-0.057299145,-0.009488143,0,-0.267987643,-0.148955647,-0.860085741,0.88127048,0.383744825,-0.464555683,-0.158807839,-0.104026698,-0.230242028,-0.268765216,0.95236701,0.174776598,0,0.347443862,0,0,-0.155757726,-0.00570505,0.765085864,0.093365585,-0.714440358,-0.243941934,0.092575928,-0.119446362,-0.679966363,-0.178889571,0.790447987,-0.310823463,0.615706616,0.853094748,-0.013429882,0.000660484,-0.080421652,0,0.61768189,-0.423159481,-0.356863673,-1.072582131,0,-0.402334872,0.000685831,0,0.44379832,0.503902811,0,0,-0.951741823,0.472590798,0.183444735,-0.173954248,-0.226338354,0.403488074,0.552772384,0.395713789,-1.035082509,1.551787617,-1.093426759,0.221679109,-0.492162037,0.365027705,0.800556074,0.252654885,-0.586644826,0.067886675,-0.190631998,1.383685954,-0.032620968,1.122082571,0.671207225,0,-1.106210111,-0.120195654,0.614066534,0,-0.103117031,-0.705827926,-0.32120094,-0.383787481,0.562187835,0,0.090797403,-0.27489001,0.231788637,0.923531296,0.095678857,0.010122417,0,0,0.041719593,0.166602846,0,0,-0.117449565,-0.094765296,0,-0.234835488,-0.687901615,0,0,0,0.120031474,-0.019733008,-0.058664507,-0.372806846,0,-0.405641669,0,-0.046452114,0,0,0.673444642,0,-0.203392439,-0.740927296,0.56821125,-0.56346775,0.465575783,0.660962974,0,-0.0055553,0.036211412,-0.821835682,-0.614821653,0,-0.087032631,-0.21892972,0.261256885,1.282535401,-0.783445014,0,-0.343552958,0.058787041,-0.461486921,-0.434747692,-0.342589044,0.545039662,-1.019491052,-0.832852423,-0.5434535,2.291703066,-0.852600012,0.2627896,0,-0.639740248,0,2.266877573,-1.413089545,0.306183725,0.149230445,0.315019862,0,0.092893883,2.375811992,0.394397049,1.214971443
FBXO7,3,0.566700164,-0.749349467,-0.024931038,0.150301945,-0.187347795,-0.037647635,0.970818628,0.643253068,-0.153669605,0.256155937,-0.754263412,-0.191189775,-0.074847475,-0.443719145,-0.105537944,-0.560710574,0.0276468,0.117175453,-0.49503932,-0.271859959,0.695125811,-0.590299333,0,0,0,0,0,0.187858591,0,1.614434287,0.265099852,-0.183992766,0.010808351,0,-0.452661697,0,-0.03015484,-0.405651649,-0.3748601,0.420630871,0,-0.244579219,-0.665430708,-0.540926677,-0.825791978,-0.196243571,0.617298391,0,0,-0.719416002,0,0,-0.292446671,0.11603984,0.046723223,0.648023083,0.322489554,0,-0.408581562,-0.203010069,0.033908147,0,0.637564895,0,-0.405639737,0.220012265,0.063966645,-0.075439361,0,-0.050881325,0.056267354,0.235146327,-0.378939954,0,-0.079736343,0.807151642,0,0.287991803,-0.70910645,0,-0.310317487,-0.213371627,0,0,-0.020129034,-0.106425166,-0.024038249,0.939872971,0.249942243,-0.79748866,-0.042149307,-0.108252317,-0.196643639,0.230222196,-0.257412762,-0.098918907,-0.091605871,0.126810235,-0.026252512,-0.356752829,0.496427214,-0.243161969,0.234215082,-0.381596154,0,-0.33476198,0.14907856,0.215610788,-0.254911539,0.324094011,-0.630173055,0.479504873,0,-0.633145806,0.153137075,0.192513705,0,0.761217885,-0.325798327,0.549192824,-0.295451625,-0.074702738,-0.558876018,-0.152474911,0,-0.977060958,0,0,0,-0.830992078,0.685339783,-0.254015027,0.045235916,-0.177089796,-0.57522394,-0.379294944,0,-0.453090531,0.359738625,-0.335463042,0,0.354261643,0.602420896,-0.472668659,0,-0.0601737,-0.222006524,0.136055336,0,0.243499109,0.197568023,0.173593243,-0.164410097,0.470654291,0.76918586,0.043839612,0.740693028,0,-0.135177265,0.652612185,0.267486136,-0.026280489,0,-0.386662729,0.056998247,-0.351277448,0.14844683,0,-0.583099683,0,0,1.456163582,-0.672941584,0,0.663639545,2.003899842,0,0.678475582,0.659915746,-0.252461478,2.090382234,0,0.545866657,-0.054028156,0.361840387,0.226795897,0.208550572,0.231224754,0,2.007410482,2.009092486,1.922968385,0.609291795,1.739736104,0,3.190854617,-0.76084074
BCL9,3,0.325195495,0.370419836,0,-0.856883018,0.061409884,0.363939538,0.08133777,0.150795425,-0.693632957,-0.43053691,0.544734758,0.049910809,0.348201487,-0.632378063,0.055914134,-0.130342835,0,1.404945152,0,0.927817861,-1.06997363,-0.306257134,-0.15953511,0.653658831,0.366024712,0,0,0.356357925,0,-0.544182292,3.472701302,-0.377672052,0.699473773,0,1.43220622,0.095783422,0.237806194,-0.344055804,0,-1.013923897,-0.147232231,-1.283597941,-0.461038846,0,-0.309548984,0,-0.002594768,0.469435298,-0.277811941,0.002446632,-0.476652257,0.360320228,-0.833449746,0.019249173,-0.60127294,0.654232469,1.056660181,-0.003231119,-0.170114759,-0.171501257,0.797476046,0,0,0.041004402,-0.851285297,-0.289557174,0,0.45764681,-0.365971995,-0.476113827,-0.847537562,-0.39299489,0.99589521,0.256828186,0.640831902,-0.496406004,-0.157311438,-0.827569263,0.497366287,0.296920458,0.148700079,0.01399003,-0.89927528,0.205171918,0,-0.808959027,-0.25784246,0,0,0.212310688,0,-0.321164479,-1.11737858,-0.905063124,0.511805045,0.430288659,0,0.079070762,0.407999931,-0.105723626,1.291932064,0.390058866,0,0.289012477,-0.065351754,-0.07267802,-0.056801144,-0.314975646,0.918447936,0.13546435,0.754127926,-0.88947502,0.235632079,0.385768284,0,-0.606432869,-0.581619303,0.480304109,1.010514844,-0.115317466,0.025973908,-0.214658435,0,-0.362027668,-0.999304014,-0.234835611,-0.136245736,0,-0.163334436,0.562967444,-0.570230544,-0.742254529,-0.521596878,0.001197568,0.776494029,0.412007092,0,0.059680127,0,0,0.585629117,0.323431034,0.253502765,0.077441032,-0.274806803,0,0.084509564,-0.478389704,0,-0.469199001,-0.86191921,0,0,-0.488057685,-0.491557697,-1.047348769,-0.49075203,0,-1.609689052,0,-0.098044803,0.920809818,0,0.135371103,0,-0.035405951,-0.387916219,-0.123317029,0,-0.306535069,1.47104349,-1.089013967,-0.53337329,-0.194273384,0.26385222,0.134859664,-0.456847135,0,-0.069562355,0.444799228,1.120025815,2.356143444,0.341201803,-0.203063109,0,-0.292334522,0.663093987,0.504027341,-1.577296621,0.563743719,0,0.148750899,0,-0.216935724,1.946902363,0.68828567,1.109971894
NFIC,3,-0.410513588,-0.657907408,-0.61106073,0.121986549,-0.640945633,-0.706973889,-0.067567071,0,-0.219927012,-0.552786755,-0.799948403,-0.445481338,0,0,-0.447178984,0.116171166,-0.089796381,0.723865985,0.03573318,-0.180767233,0,-0.404479864,0.049551174,-1.001147583,-0.383088888,-0.184007163,0.195198661,-0.505804453,0.430953948,-0.722758067,-0.31353181,0.780885988,0.270771906,0.441337863,0,-0.408847556,0,-0.301230921,0.360405838,0.26907118,-0.374548303,0,1.078112203,-0.119334773,-0.235791337,-0.236274009,-0.256133648,0.747257253,-0.373327867,0.117477004,0.510749662,0.023033771,0.836888486,-0.1558086,-0.241783739,0,-0.325862595,-0.163473174,0,0,0.220312685,-0.093300363,-0.276342622,-0.362920243,-0.204004858,-0.432894829,0,0.18984911,0.942061917,0.281265095,-0.320167328,-0.082041802,-0.451887395,-0.415182246,-0.319354672,0.020362488,0,-0.261079829,0.282195565,0,-0.203274193,-0.668262153,0.023906367,-0.045786211,0.140631511,0.846157238,-0.093530932,-0.184616095,-0.618373402,-0.564944083,1.44193963,-0.295041302,-0.123097297,0,0.407322256,0,-0.196981288,-0.429819487,0.012991217,-0.040488783,-0.246720069,0.763891041,0,-0.287337897,-0.583617924,0,0.1380961,0.276184778,-0.130352381,-0.717348708,-0.134423141,0.521334294,-0.866535386,-0.475753164,-0.383647661,-0.267398424,-0.749149448,0,0,-0.227923276,0,0.730814958,-0.005927106,-0.027122321,0.461420861,0.58270705,0,0,0,0.055175893,-0.221048777,-0.028864708,0,-0.828867096,0.807180445,-0.474471797,-0.58734785,-0.42896507,-0.072033183,0,0.263300376,-0.455006378,0.396554366,1.239639113,0.326892543,-0.020749943,-0.545971665,-0.395251563,0.569419125,-0.024416987,0.158938098,1.372878129,-0.035829215,0.473589149,-0.095846683,-0.610224748,-0.38202741,0,0,0.961561527,1.323883501,0.132771134,-0.199668593,0.857967162,-0.168928441,0.044135618,-0.024488136,-0.090914886,0.176055407,0,0.880966389,0,0.376157294,-0.465337793,0,-0.450890059,0,0.454962378,0.850574776,0,0.468337034,1.549142856,0.535984285,-0.031484958,0.795683404,-0.215306287,0.046418659,1.153716199,1.802657406,0.92971309,1.198986851,-0.054369203,0,0,0.156413004,1.240787747,1.040025208
PDXDC1,3,0.635086764,0,0,-0.442769748,0.169991385,1.052457202,-0.276852368,1.004430801,-0.475183953,0.150885427,0.189549001,0,0,0,-0.277167054,0.59958905,0.301924249,2.168962412,-0.377032815,0.449669836,-0.125794586,-1.074829506,-0.457256338,0.405082768,-0.267598785,0,-0.308518033,-0.172775971,0.170924338,2.495385514,0.553939217,-0.49777606,0,0.246465435,0.795710883,0.355501115,0.464956909,0.406576042,0.328067037,-0.12590561,-0.647065588,0.051597629,0.052361023,0.274103182,-0.391778932,-0.446176673,0,-0.311981147,0,-0.658980885,-0.842570724,0,0,-0.133264982,0.666150951,-0.738699171,0.169992858,0.252186754,1.659031115,0.889631953,-0.005769841,-0.074933293,-1.071342726,0.835451824,0.490974363,-0.211615958,0.059169162,0.350570751,-0.13306101,-0.522163558,0,-0.520671826,0.473073456,-0.473570139,-0.218587492,0.323495271,-0.099169654,0,-0.049372535,0.654927959,0.809743531,2.453641498,-0.727038899,-0.041619676,-0.572082863,0,0.079569225,0.278106675,0.423740221,-0.335059285,-0.18887417,0.513139624,-0.278980189,-0.287562451,-0.327113195,-0.227563973,-0.159905628,0,0.084836164,0.791839346,0,-0.402033906,0,0.174210864,0.541437621,0,0.90321435,0.087524526,0,-0.133667654,0.139985574,1.403450347,-0.473357936,-0.253101324,0.140874612,1.787781805,0,-0.036177087,0.07289931,0,-0.028160556,0.036737076,0,0.944640621,-0.30120765,0.262851605,-0.427792459,0.659816295,-0.273792291,-0.379818955,0.658309921,-0.913799321,0,0,0.001152127,-0.068341081,0.243147201,-0.870992241,-0.482705858,-0.307503819,0,-0.307092304,0.28376285,-0.023223583,-0.055780101,-0.545929265,-0.471955027,0.560397739,0,-0.132994726,-0.818635745,-0.13064589,0.255687018,-0.121737922,-0.124033125,0.131939414,-0.700586029,-0.030458687,-0.80884003,0,-0.047938299,-0.375233966,-0.124560113,-0.036780416,-0.089444439,0,-0.165865239,0,0,0.607161506,0.183214612,-0.205846932,0,-0.051763832,-0.068894041,-0.270718165,0,0.368971559,0.863895879,3.533518048,-0.306892991,0,0.248101856,-0.012284132,0.492473254,-0.49973949,0,-0.741433914,-0.231544111,0.983337978,0.456367696,0.512746919,-0.839721561,0.66347618,0.258461208,-1.62821724,1.604518393
